session_id,record_id,site,station_id,space_id,cluster_id,user_id,connection_time_utc,disconnect_time_utc,done_charging_time_utc,kwh_delivered,source_max_power_kw,user_inputs_json,source_file,source_row_number,extraction_start_utc,extraction_end_utc_exclusive,session_id_derived
19_102_260_1640_2019-06-07 20:46:33.565619,5d10198cf9af8b66545cc16c,office001,19-102-260-1640,08,0102,,2019-06-07T20:46:34+00:00,2019-06-08T03:59:42+00:00,,13.397,,[],office001_2019_raw.jsonl,208,2019-01-01T00:00:00+00:00,2020-01-01T00:00:00+00:00,False
19_102_260_1636_2019-06-07 20:01:57.540218,5d10198cf9af8b66545cc16b,office001,19-102-260-1636,06,0102,,2019-06-07T20:01:58+00:00,2019-06-08T01:30:09+00:00,,11.297,,[],office001_2019_raw.jsonl,209,2019-01-01T00:00:00+00:00,2020-01-01T00:00:00+00:00,False
19_102_260_1633_2019-06-07 15:32:23.994045,5d10198cf9af8b66545cc16a,office001,19-102-260-1633,02,0102,,2019-06-07T15:32:24+00:00,2019-06-07T22:10:25+00:00,,6.884,,[],office001_2019_raw.jsonl,210,2019-01-01T00:00:00+00:00,2020-01-01T00:00:00+00:00,False
19_102_260_1640_2019-06-06 21:45:29.130174,5d0ec80bf9af8b624abc9932,office001,19-102-260-1640,08,0102,,2019-06-06T21:45:29+00:00,2019-06-07T03:19:12+00:00,,29.286,,[],office001_2019_raw.jsonl,211,2019-01-01T00:00:00+00:00,2020-01-01T00:00:00+00:00,False
19_102_260_1636_2019-06-06 18:34:00.952526,5d0ec80bf9af8b624abc9931,office001,19-102-260-1636,06,0102,,2019-06-06T18:34:01+00:00,2019-06-06T23:34:49+00:00,,11.298,,[],office001_2019_raw.jsonl,212,2019-01-01T00:00:00+00:00,2020-01-01T00:00:00+00:00,False
19_102_260_1633_2019-06-06 15:44:48.796690,5d0ec80bf9af8b624abc9930,office001,19-102-260-1633,02,0102,,2019-06-06T15:44:49+00:00,2019-06-07T01:02:49+00:00,,5.176,,[],office001_2019_raw.jsonl,213,2019-01-01T00:00:00+00:00,2020-01-01T00:00:00+00:00,False
19_102_260_1636_2019-06-05 18:25:20.678823,5d0d768bf9af8b5e76b05c1c,office001,19-102-260-1636,06,0102,,2019-06-05T18:25:21+00:00,2019-06-06T00:12:35+00:00,,13.107,,[],office001_2019_raw.jsonl,214,2019-01-01T00:00:00+00:00,2020-01-01T00:00:00+00:00,False
19_102_260_1633_2019-06-05 16:28:01.856288,5d0d768bf9af8b5e76b05c1b,office001,19-102-260-1633,02,0102,,2019-06-05T16:28:02+00:00,2019-06-06T01:00:19+00:00,,5.292,,[],office001_2019_raw.jsonl,215,2019-01-01T00:00:00+00:00,2020-01-01T00:00:00+00:00,False
19_102_260_1636_2019-08-05 18:27:41.335184,5d5de20df9af8b5fc680f145,office001,19-102-260-1636,06,0102,,2019-08-05T18:27:41+00:00,2019-08-06T01:47:32+00:00,2019-08-05T23:02:56+00:00,15.057,,[],office001_2019_raw.jsonl,216,2019-01-01T00:00:00+00:00,2020-01-01T00:00:00+00:00,False
19_102_260_1638_2019-08-05 16:59:13.063339,5d5de20df9af8b5fc680f144,office001,19-102-260-1638,04,0102,,2019-08-05T16:59:13+00:00,2019-08-05T19:08:32+00:00,2019-08-05T18:19:52+00:00,3.82,,[],office001_2019_raw.jsonl,217,2019-01-01T00:00:00+00:00,2020-01-01T00:00:00+00:00,False
19_102_260_1633_2019-08-05 15:13:20.856689,5d5de20df9af8b5fc680f143,office001,19-102-260-1633,02,0102,,2019-08-05T15:13:21+00:00,2019-08-06T00:29:51+00:00,2019-08-05T22:50:40+00:00,40.919,,[],office001_2019_raw.jsonl,218,2019-01-01T00:00:00+00:00,2020-01-01T00:00:00+00:00,False
19_102_260_1637_2019-08-02 22:27:31.643953,5d59ed8ef9af8b54741597d5,office001,19-102-260-1637,07,0102,,2019-08-02T22:27:32+00:00,2019-08-03T02:21:25+00:00,2019-08-03T02:21:12+00:00,8.825,,[],office001_2019_raw.jsonl,219,2019-01-01T00:00:00+00:00,2020-01-01T00:00:00+00:00,False
19_102_260_1636_2019-08-02 20:56:34.685400,5d59ed8ef9af8b54741597d4,office001,19-102-260-1636,06,0102,,2019-08-02T20:56:35+00:00,2019-08-02T23:41:42+00:00,2019-08-02T23:36:22+00:00,7.854,,[],office001_2019_raw.jsonl,220,2019-01-01T00:00:00+00:00,2020-01-01T00:00:00+00:00,False
19_102_260_1637_2019-08-02 20:06:38.751516,5d59ed8ef9af8b54741597d3,office001,19-102-260-1637,07,0102,,2019-08-02T20:06:39+00:00,2019-08-02T21:44:50+00:00,2019-08-02T21:44:42+00:00,10.143,,[],office001_2019_raw.jsonl,221,2019-01-01T00:00:00+00:00,2020-01-01T00:00:00+00:00,False
19_102_260_1636_2019-08-02 18:25:27.061686,5d59ed8ef9af8b54741597d2,office001,19-102-260-1636,06,0102,,2019-08-02T18:25:27+00:00,2019-08-02T19:58:51+00:00,2019-08-02T19:58:46+00:00,5.267,,[],office001_2019_raw.jsonl,222,2019-01-01T00:00:00+00:00,2020-01-01T00:00:00+00:00,False
19_102_260_1638_2019-08-02 17:33:10.460330,5d59ed8ef9af8b54741597d1,office001,19-102-260-1638,04,0102,,2019-08-02T17:33:10+00:00,2019-08-02T18:18:45+00:00,2019-08-02T18:18:41+00:00,1.666,,[],office001_2019_raw.jsonl,223,2019-01-01T00:00:00+00:00,2020-01-01T00:00:00+00:00,False
19_102_260_1640_2019-08-02 17:11:12.212162,5d59ed8ef9af8b54741597d0,office001,19-102-260-1640,08,0102,,2019-08-02T17:11:12+00:00,2019-08-03T03:57:32+00:00,2019-08-02T19:14:56+00:00,6.071,,[],office001_2019_raw.jsonl,224,2019-01-01T00:00:00+00:00,2020-01-01T00:00:00+00:00,False
19_102_260_1633_2019-08-02 15:22:44.566992,5d59ed8ef9af8b54741597cf,office001,19-102-260-1633,02,0102,,2019-08-02T15:22:45+00:00,2019-08-02T22:34:15+00:00,2019-08-02T19:58:35+00:00,22.804,,[],office001_2019_raw.jsonl,225,2019-01-01T00:00:00+00:00,2020-01-01T00:00:00+00:00,False
19_102_260_1638_2019-08-01 20:51:31.446186,5d589c0df9af8b5066ec3275,office001,19-102-260-1638,04,0102,,2019-08-01T20:51:31+00:00,2019-08-02T02:10:08+00:00,2019-08-01T22:01:20+00:00,3.265,,[],office001_2019_raw.jsonl,226,2019-01-01T00:00:00+00:00,2020-01-01T00:00:00+00:00,False
19_102_260_1633_2019-08-01 19:32:35.039744,5d589c0df9af8b5066ec3274,office001,19-102-260-1633,02,0102,,2019-08-01T19:32:35+00:00,2019-08-02T00:26:22+00:00,2019-08-01T20:19:16+00:00,0.891,,[],office001_2019_raw.jsonl,227,2019-01-01T00:00:00+00:00,2020-01-01T00:00:00+00:00,False
19_102_260_1636_2019-08-01 18:28:20.364881,5d589c0df9af8b5066ec3273,office001,19-102-260-1636,06,0102,,2019-08-01T18:28:20+00:00,2019-08-02T00:02:15+00:00,2019-08-01T21:30:51+00:00,9.842,,[],office001_2019_raw.jsonl,228,2019-01-01T00:00:00+00:00,2020-01-01T00:00:00+00:00,False
19_102_260_1633_2019-08-01 15:33:19.022359,5d589c0df9af8b5066ec3272,office001,19-102-260-1633,02,0102,,2019-08-01T15:33:19+00:00,2019-08-01T19:12:21+00:00,2019-08-01T19:12:17+00:00,20.335,,[],office001_2019_raw.jsonl,229,2019-01-01T00:00:00+00:00,2020-01-01T00:00:00+00:00,False
19_102_260_1640_2019-07-31 21:06:37.065585,5d574a8cf9af8b4c0e3a9776,office001,19-102-260-1640,08,0102,,2019-07-31T21:06:37+00:00,2019-08-01T04:31:43+00:00,2019-08-01T04:31:31+00:00,23.207,,[],office001_2019_raw.jsonl,230,2019-01-01T00:00:00+00:00,2020-01-01T00:00:00+00:00,False
19_102_260_1640_2019-07-31 20:17:57.033788,5d574a8cf9af8b4c0e3a9775,office001,19-102-260-1640,08,0102,,2019-07-31T20:17:57+00:00,2019-07-31T20:35:17+00:00,2019-07-31T20:35:09+00:00,1.756,,[],office001_2019_raw.jsonl,231,2019-01-01T00:00:00+00:00,2020-01-01T00:00:00+00:00,False
19_102_260_1639_2019-07-31 18:38:05.074870,5d574a8cf9af8b4c0e3a9774,office001,19-102-260-1639,05,0102,,2019-07-31T18:38:05+00:00,2019-08-01T00:41:21+00:00,2019-07-31T21:07:14+00:00,15.559,,[],office001_2019_raw.jsonl,232,2019-01-01T00:00:00+00:00,2020-01-01T00:00:00+00:00,False
19_102_260_1636_2019-07-31 18:37:27.967430,5d574a8cf9af8b4c0e3a9773,office001,19-102-260-1636,06,0102,,2019-07-31T18:37:28+00:00,2019-08-01T01:47:28+00:00,2019-07-31T23:44:46+00:00,16.079,,[],office001_2019_raw.jsonl,233,2019-01-01T00:00:00+00:00,2020-01-01T00:00:00+00:00,False
19_102_260_1633_2019-07-30 19:41:58.635845,5d55f90cf9af8b45e064a245,office001,19-102-260-1633,02,0102,,2019-07-30T19:41:59+00:00,2019-07-30T23:31:35+00:00,2019-07-30T20:21:42+00:00,0.756,,[],office001_2019_raw.jsonl,234,2019-01-01T00:00:00+00:00,2020-01-01T00:00:00+00:00,False
19_102_260_1640_2019-07-30 19:08:52.342483,5d55f90cf9af8b45e064a244,office001,19-102-260-1640,08,0102,,2019-07-30T19:08:52+00:00,2019-07-31T04:12:09+00:00,2019-07-31T04:12:01+00:00,33.082,,[],office001_2019_raw.jsonl,235,2019-01-01T00:00:00+00:00,2020-01-01T00:00:00+00:00,False
19_102_260_1639_2019-07-30 18:28:53.051330,5d55f90cf9af8b45e064a243,office001,19-102-260-1639,05,0102,,2019-07-30T18:28:53+00:00,2019-07-31T00:30:07+00:00,2019-07-31T00:29:59+00:00,30.501,,[],office001_2019_raw.jsonl,236,2019-01-01T00:00:00+00:00,2020-01-01T00:00:00+00:00,False
19_102_260_1633_2019-07-30 14:35:35.192504,5d55f90cf9af8b45e064a242,office001,19-102-260-1633,02,0102,,2019-07-30T14:35:35+00:00,2019-07-30T19:20:10+00:00,2019-07-30T18:48:38+00:00,20.548,,[],office001_2019_raw.jsonl,237,2019-01-01T00:00:00+00:00,2020-01-01T00:00:00+00:00,False
19_102_260_1636_2019-07-29 18:29:38.907248,5d54a78ef9af8b413d32f3ff,office001,19-102-260-1636,06,0102,,2019-07-29T18:29:39+00:00,2019-07-30T02:23:15+00:00,2019-07-29T21:04:54+00:00,8.223,,[],office001_2019_raw.jsonl,238,2019-01-01T00:00:00+00:00,2020-01-01T00:00:00+00:00,False
19_102_260_1639_2019-07-29 17:00:56.134143,5d54a78ef9af8b413d32f3fe,office001,19-102-260-1639,05,0102,,2019-07-29T17:00:56+00:00,2019-07-29T21:41:19+00:00,2019-07-29T21:41:11+00:00,29.454,,[],office001_2019_raw.jsonl,239,2019-01-01T00:00:00+00:00,2020-01-01T00:00:00+00:00,False
19_102_260_1640_2019-07-29 16:30:28.023148,5d54a78ef9af8b413d32f3fd,office001,19-102-260-1640,08,0102,,2019-07-29T16:30:28+00:00,2019-07-30T01:14:51+00:00,2019-07-29T17:18:28+00:00,4.603,,[],office001_2019_raw.jsonl,240,2019-01-01T00:00:00+00:00,2020-01-01T00:00:00+00:00,False
19_102_260_1633_2019-07-29 15:41:39.538535,5d54a78ef9af8b413d32f3fc,office001,19-102-260-1633,02,0102,,2019-07-29T15:41:40+00:00,2019-07-30T00:36:29+00:00,2019-07-29T20:17:18+00:00,22.493,,[],office001_2019_raw.jsonl,241,2019-01-01T00:00:00+00:00,2020-01-01T00:00:00+00:00,False
19_102_260_1639_2019-07-27 00:18:08.782078,5d50b30df9af8b34f0d02dd7,office001,19-102-260-1639,05,0102,,2019-07-27T00:18:09+00:00,2019-07-27T03:54:02+00:00,2019-07-27T03:53:53+00:00,5.847,,[],office001_2019_raw.jsonl,242,2019-01-01T00:00:00+00:00,2020-01-01T00:00:00+00:00,False
19_102_260_1636_2019-07-26 21:36:41.774621,5d50b30df9af8b34f0d02dd6,office001,19-102-260-1636,06,0102,,2019-07-26T21:36:42+00:00,2019-07-27T01:25:59+00:00,2019-07-27T01:25:54+00:00,9.005,,[],office001_2019_raw.jsonl,243,2019-01-01T00:00:00+00:00,2020-01-01T00:00:00+00:00,False
19_102_260_1640_2019-07-26 20:04:37.032635,5d50b30df9af8b34f0d02dd5,office001,19-102-260-1640,08,0102,,2019-07-26T20:04:37+00:00,2019-07-26T23:39:07+00:00,2019-07-26T23:38:59+00:00,19.081,,[],office001_2019_raw.jsonl,244,2019-01-01T00:00:00+00:00,2020-01-01T00:00:00+00:00,False
19_102_260_1634_2019-07-26 18:32:34.097819,5d50b30df9af8b34f0d02dd4,office001,19-102-260-1634,03,0102,,2019-07-26T18:32:34+00:00,2019-07-27T01:06:23+00:00,2019-07-27T01:06:14+00:00,31.855,,[],office001_2019_raw.jsonl,245,2019-01-01T00:00:00+00:00,2020-01-01T00:00:00+00:00,False
19_102_260_1636_2019-07-26 18:18:24.773149,5d50b30df9af8b34f0d02dd3,office001,19-102-260-1636,06,0102,,2019-07-26T18:18:25+00:00,2019-07-26T20:02:58+00:00,2019-07-26T20:02:54+00:00,5.855,,[],office001_2019_raw.jsonl,246,2019-01-01T00:00:00+00:00,2020-01-01T00:00:00+00:00,False
19_102_260_1640_2019-07-25 21:22:39.246916,5d4f618bf9af8b30fc3b854c,office001,19-102-260-1640,08,0102,,2019-07-25T21:22:39+00:00,2019-07-26T04:27:39+00:00,2019-07-26T04:27:19+00:00,20.77,,[],office001_2019_raw.jsonl,247,2019-01-01T00:00:00+00:00,2020-01-01T00:00:00+00:00,False
19_102_260_1634_2019-07-24 21:33:09.093336,5d4e100df9af8b2d1cb1d47a,office001,19-102-260-1634,03,0102,,2019-07-24T21:33:09+00:00,2019-07-25T01:08:15+00:00,2019-07-25T00:26:20+00:00,11.371,,[],office001_2019_raw.jsonl,248,2019-01-01T00:00:00+00:00,2020-01-01T00:00:00+00:00,False
19_102_260_1636_2019-07-24 18:29:50.263880,5d4e100df9af8b2d1cb1d479,office001,19-102-260-1636,06,0102,,2019-07-24T18:29:50+00:00,2019-07-25T01:18:41+00:00,2019-07-24T22:24:22+00:00,12.587,,[],office001_2019_raw.jsonl,249,2019-01-01T00:00:00+00:00,2020-01-01T00:00:00+00:00,False
19_102_260_1634_2019-07-24 16:52:45.903334,5d4e100df9af8b2d1cb1d478,office001,19-102-260-1634,03,0102,,2019-07-24T16:52:46+00:00,2019-07-24T20:42:31+00:00,2019-07-24T20:42:22+00:00,23.93,,[],office001_2019_raw.jsonl,250,2019-01-01T00:00:00+00:00,2020-01-01T00:00:00+00:00,False
19_102_260_1633_2019-07-24 14:39:55.409184,5d4e100df9af8b2d1cb1d477,office001,19-102-260-1633,02,0102,,2019-07-24T14:39:55+00:00,2019-07-25T00:14:21+00:00,2019-07-24T18:39:03+00:00,19.095,,[],office001_2019_raw.jsonl,251,2019-01-01T00:00:00+00:00,2020-01-01T00:00:00+00:00,False
19_102_260_1633_2019-07-23 15:28:00.026642,5d4cbe8bf9af8b294e591d5a,office001,19-102-260-1633,02,0102,,2019-07-23T15:28:00+00:00,2019-07-23T23:50:19+00:00,2019-07-23T19:31:24+00:00,19.348,,[],office001_2019_raw.jsonl,252,2019-01-01T00:00:00+00:00,2020-01-01T00:00:00+00:00,False
19_102_260_1634_2019-07-22 18:42:52.676478,5d4b6d0cf9af8b256b15b6f3,office001,19-102-260-1634,03,0102,,2019-07-22T18:42:53+00:00,2019-07-22T22:43:55+00:00,2019-07-22T22:43:39+00:00,21.626,,[],office001_2019_raw.jsonl,253,2019-01-01T00:00:00+00:00,2020-01-01T00:00:00+00:00,False
19_102_260_1636_2019-07-22 18:23:16.046850,5d4b6d0cf9af8b256b15b6f2,office001,19-102-260-1636,06,0102,,2019-07-22T18:23:16+00:00,2019-07-23T00:09:28+00:00,2019-07-22T22:31:51+00:00,13.416,,[],office001_2019_raw.jsonl,254,2019-01-01T00:00:00+00:00,2020-01-01T00:00:00+00:00,False
19_102_260_1633_2019-07-22 14:26:43.352894,5d4b6d0cf9af8b256b15b6f1,office001,19-102-260-1633,02,0102,,2019-07-22T14:26:43+00:00,2019-07-22T23:49:08+00:00,2019-07-22T20:15:44+00:00,29.358,,[],office001_2019_raw.jsonl,255,2019-01-01T00:00:00+00:00,2020-01-01T00:00:00+00:00,False
19_102_260_1636_2019-07-19 21:01:29.049443,5d47788cf9af8b18e2f54d85,office001,19-102-260-1636,06,0102,,2019-07-19T21:01:29+00:00,2019-07-19T22:27:20+00:00,2019-07-19T22:27:11+00:00,4.478,,[],office001_2019_raw.jsonl,256,2019-01-01T00:00:00+00:00,2020-01-01T00:00:00+00:00,False
19_102_260_1635_2019-07-19 18:22:01.650524,5d47788cf9af8b18e2f54d84,office001,19-102-260-1635,01,0102,,2019-07-19T18:22:02+00:00,2019-07-19T22:56:22+00:00,2019-07-19T22:56:14+00:00,28.205,,[],office001_2019_raw.jsonl,257,2019-01-01T00:00:00+00:00,2020-01-01T00:00:00+00:00,False
19_102_260_1634_2019-07-19 16:25:17.569150,5d47788cf9af8b18e2f54d83,office001,19-102-260-1634,03,0102,,2019-07-19T16:25:18+00:00,2019-07-19T22:23:42+00:00,2019-07-19T20:34:44+00:00,26.218,,[],office001_2019_raw.jsonl,258,2019-01-01T00:00:00+00:00,2020-01-01T00:00:00+00:00,False
19_102_260_1633_2019-07-19 14:24:53.149104,5d47788cf9af8b18e2f54d82,office001,19-102-260-1633,02,0102,,2019-07-19T14:24:53+00:00,2019-07-19T16:44:08+00:00,2019-07-19T16:43:59+00:00,14.386,,[],office001_2019_raw.jsonl,259,2019-01-01T00:00:00+00:00,2020-01-01T00:00:00+00:00,False
19_102_260_1636_2019-07-18 18:27:35.829556,5d46270df9af8b14de50193c,office001,19-102-260-1636,06,0102,,2019-07-18T18:27:36+00:00,2019-07-19T00:15:38+00:00,2019-07-18T21:32:05+00:00,9.848,,[],office001_2019_raw.jsonl,260,2019-01-01T00:00:00+00:00,2020-01-01T00:00:00+00:00,False
19_102_260_1634_2019-07-18 15:45:24.464451,5d46270df9af8b14de50193b,office001,19-102-260-1634,03,0102,,2019-07-18T15:45:24+00:00,2019-07-18T16:48:39+00:00,2019-07-18T16:48:31+00:00,6.771,,[],office001_2019_raw.jsonl,261,2019-01-01T00:00:00+00:00,2020-01-01T00:00:00+00:00,False
19_102_260_1633_2019-07-18 14:47:09.128365,5d46270df9af8b14de50193a,office001,19-102-260-1633,02,0102,,2019-07-18T14:47:09+00:00,2019-07-18T23:44:20+00:00,2019-07-18T20:26:22+00:00,28.238,,[],office001_2019_raw.jsonl,262,2019-01-01T00:00:00+00:00,2020-01-01T00:00:00+00:00,False
19_102_260_1639_2019-07-17 20:20:09.559140,5d44d58bf9af8b10f3f8f32e,office001,19-102-260-1639,05,0102,,2019-07-17T20:20:10+00:00,2019-07-18T02:52:47+00:00,2019-07-18T02:52:39+00:00,23.18,,[],office001_2019_raw.jsonl,263,2019-01-01T00:00:00+00:00,2020-01-01T00:00:00+00:00,False
19_102_260_1636_2019-07-17 18:32:19.490466,5d44d58bf9af8b10f3f8f32d,office001,19-102-260-1636,06,0102,,2019-07-17T18:32:19+00:00,2019-07-18T01:17:14+00:00,2019-07-17T23:07:03+00:00,14.991,,[],office001_2019_raw.jsonl,264,2019-01-01T00:00:00+00:00,2020-01-01T00:00:00+00:00,False
19_102_260_1639_2019-07-17 16:49:43.436360,5d44d58bf9af8b10f3f8f32c,office001,19-102-260-1639,05,0102,,2019-07-17T16:49:43+00:00,2019-07-17T19:56:51+00:00,2019-07-17T19:56:42+00:00,19.442,,[],office001_2019_raw.jsonl,265,2019-01-01T00:00:00+00:00,2020-01-01T00:00:00+00:00,False
19_102_260_1640_2019-07-16 17:43:12.704595,5d43840df9af8b0cf2418183,office001,19-102-260-1640,08,0102,,2019-07-16T17:43:13+00:00,2019-07-17T01:03:00+00:00,2019-07-16T19:12:51+00:00,8.569,,[],office001_2019_raw.jsonl,266,2019-01-01T00:00:00+00:00,2020-01-01T00:00:00+00:00,False
19_102_260_1634_2019-07-16 15:47:56.067764,5d43840df9af8b0cf2418182,office001,19-102-260-1634,03,0102,,2019-07-16T15:47:56+00:00,2019-07-16T22:40:28+00:00,2019-07-16T20:22:28+00:00,26.18,,[],office001_2019_raw.jsonl,267,2019-01-01T00:00:00+00:00,2020-01-01T00:00:00+00:00,False
19_102_260_1633_2019-07-16 14:39:12.218824,5d43840df9af8b0cf2418181,office001,19-102-260-1633,02,0102,,2019-07-16T14:39:12+00:00,2019-07-16T23:54:27+00:00,2019-07-16T23:54:19+00:00,52.947,,[],office001_2019_raw.jsonl,268,2019-01-01T00:00:00+00:00,2020-01-01T00:00:00+00:00,False
19_102_260_1640_2019-07-15 20:07:42.935199,5d42328cf9af8b089d7478fe,office001,19-102-260-1640,08,0102,,2019-07-15T20:07:43+00:00,2019-07-16T04:02:06+00:00,2019-07-16T04:01:54+00:00,25.835,,[],office001_2019_raw.jsonl,269,2019-01-01T00:00:00+00:00,2020-01-01T00:00:00+00:00,False
19_102_260_1636_2019-07-15 18:48:56.283611,5d42328cf9af8b089d7478fd,office001,19-102-260-1636,06,0102,,2019-07-15T18:48:56+00:00,2019-07-16T01:14:36+00:00,2019-07-15T22:04:19+00:00,10.499,,[],office001_2019_raw.jsonl,270,2019-01-01T00:00:00+00:00,2020-01-01T00:00:00+00:00,False
19_102_260_1636_2019-07-12 21:35:41.588147,5d3e3e0cf9af8b7bb15cdfe0,office001,19-102-260-1636,06,0102,,2019-07-12T21:35:42+00:00,2019-07-13T01:43:22+00:00,2019-07-13T00:57:19+00:00,10.87,,[],office001_2019_raw.jsonl,271,2019-01-01T00:00:00+00:00,2020-01-01T00:00:00+00:00,False
19_102_260_1635_2019-07-12 18:13:57.928958,5d3e3e0cf9af8b7bb15cdfdf,office001,19-102-260-1635,01,0102,,2019-07-12T18:13:58+00:00,2019-07-12T19:16:06+00:00,2019-07-12T19:15:57+00:00,6.497,,[],office001_2019_raw.jsonl,272,2019-01-01T00:00:00+00:00,2020-01-01T00:00:00+00:00,False
19_102_260_1634_2019-07-12 16:25:42.100149,5d3e3e0cf9af8b7bb15cdfde,office001,19-102-260-1634,03,0102,,2019-07-12T16:25:42+00:00,2019-07-12T21:35:03+00:00,2019-07-12T21:34:59+00:00,17.015,,[],office001_2019_raw.jsonl,273,2019-01-01T00:00:00+00:00,2020-01-01T00:00:00+00:00,False
19_102_260_1633_2019-07-12 14:43:16.664197,5d3e3e0cf9af8b7bb15cdfdd,office001,19-102-260-1633,02,0102,,2019-07-12T14:43:17+00:00,2019-07-13T00:05:10+00:00,2019-07-12T22:45:29+00:00,43.23,,[],office001_2019_raw.jsonl,274,2019-01-01T00:00:00+00:00,2020-01-01T00:00:00+00:00,False
19_102_260_1640_2019-07-11 20:53:01.445123,5d3cec8bf9af8b77d3cd32c3,office001,19-102-260-1640,08,0102,,2019-07-11T20:53:01+00:00,2019-07-12T03:58:17+00:00,2019-07-12T03:40:56+00:00,36.557,,[],office001_2019_raw.jsonl,275,2019-01-01T00:00:00+00:00,2020-01-01T00:00:00+00:00,False
19_102_260_1636_2019-07-11 18:39:32.789550,5d3cec8bf9af8b77d3cd32c2,office001,19-102-260-1636,06,0102,,2019-07-11T18:39:33+00:00,2019-07-12T00:46:21+00:00,2019-07-11T21:50:20+00:00,10.241,,[],office001_2019_raw.jsonl,276,2019-01-01T00:00:00+00:00,2020-01-01T00:00:00+00:00,False
19_102_260_1633_2019-07-11 14:55:09.969116,5d3cec8bf9af8b77d3cd32c1,office001,19-102-260-1633,02,0102,,2019-07-11T14:55:10+00:00,2019-07-11T21:07:10+00:00,2019-07-11T21:07:06+00:00,38.382,,[],office001_2019_raw.jsonl,277,2019-01-01T00:00:00+00:00,2020-01-01T00:00:00+00:00,False
19_102_260_1633_2019-07-10 19:36:55.591382,5d3b9b0cf9af8b739020b050,office001,19-102-260-1633,02,0102,,2019-07-10T19:36:56+00:00,2019-07-10T20:40:34+00:00,2019-07-10T20:20:20+00:00,1.886,,[],office001_2019_raw.jsonl,278,2019-01-01T00:00:00+00:00,2020-01-01T00:00:00+00:00,False
19_102_260_1636_2019-07-10 18:42:10.124627,5d3b9b0cf9af8b739020b04f,office001,19-102-260-1636,06,0102,,2019-07-10T18:42:10+00:00,2019-07-11T00:13:27+00:00,2019-07-10T22:21:51+00:00,11.805,,[],office001_2019_raw.jsonl,279,2019-01-01T00:00:00+00:00,2020-01-01T00:00:00+00:00,False
19_102_260_1639_2019-07-10 17:21:45.176099,5d3b9b0cf9af8b739020b04e,office001,19-102-260-1639,05,0102,,2019-07-10T17:21:45+00:00,2019-07-10T23:51:26+00:00,2019-07-10T21:55:30+00:00,28.505,,[],office001_2019_raw.jsonl,280,2019-01-01T00:00:00+00:00,2020-01-01T00:00:00+00:00,False
19_102_260_1635_2019-07-10 15:59:26.582270,5d3b9b0cf9af8b739020b04d,office001,19-102-260-1635,01,0102,,2019-07-10T15:59:27+00:00,2019-07-10T16:34:23+00:00,2019-07-10T16:34:18+00:00,1.925,,[],office001_2019_raw.jsonl,281,2019-01-01T00:00:00+00:00,2020-01-01T00:00:00+00:00,False
19_102_260_1633_2019-07-09 19:40:28.397587,5d3a498cf9af8b6e75f21108,office001,19-102-260-1633,02,0102,,2019-07-09T19:40:28+00:00,2019-07-10T00:48:03+00:00,2019-07-09T21:04:52+00:00,2.688,,[],office001_2019_raw.jsonl,282,2019-01-01T00:00:00+00:00,2020-01-01T00:00:00+00:00,False
19_102_260_1639_2019-07-09 17:34:21.433900,5d3a498cf9af8b6e75f21107,office001,19-102-260-1639,05,0102,,2019-07-09T17:34:21+00:00,2019-07-10T00:12:03+00:00,2019-07-09T23:58:54+00:00,40.374,,[],office001_2019_raw.jsonl,283,2019-01-01T00:00:00+00:00,2020-01-01T00:00:00+00:00,False
19_102_260_1633_2019-07-09 15:05:28.592387,5d3a498cf9af8b6e75f21106,office001,19-102-260-1633,02,0102,,2019-07-09T15:05:29+00:00,2019-07-09T18:55:01+00:00,2019-07-09T18:54:53+00:00,23.787,,[],office001_2019_raw.jsonl,284,2019-01-01T00:00:00+00:00,2020-01-01T00:00:00+00:00,False
19_102_260_1633_2019-07-08 21:24:58.087145,5d38f80ef9af8b69fd255d27,office001,19-102-260-1633,02,0102,,2019-07-08T21:24:58+00:00,2019-07-08T23:46:54+00:00,2019-07-08T23:46:49+00:00,7.758,,[],office001_2019_raw.jsonl,285,2019-01-01T00:00:00+00:00,2020-01-01T00:00:00+00:00,False
19_102_260_1640_2019-07-08 20:50:18.138258,5d38f80ef9af8b69fd255d26,office001,19-102-260-1640,08,0102,,2019-07-08T20:50:18+00:00,2019-07-09T03:58:47+00:00,2019-07-09T03:53:43+00:00,37.265,,[],office001_2019_raw.jsonl,286,2019-01-01T00:00:00+00:00,2020-01-01T00:00:00+00:00,False
19_102_260_1636_2019-07-08 18:24:10.312555,5d38f80ef9af8b69fd255d25,office001,19-102-260-1636,06,0102,,2019-07-08T18:24:10+00:00,2019-07-09T01:54:44+00:00,2019-07-08T22:54:06+00:00,14.622,,[],office001_2019_raw.jsonl,287,2019-01-01T00:00:00+00:00,2020-01-01T00:00:00+00:00,False
19_102_260_1634_2019-07-08 17:22:19.131659,5d38f80ef9af8b69fd255d24,office001,19-102-260-1634,03,0102,,2019-07-08T17:22:19+00:00,2019-07-08T19:00:19+00:00,2019-07-08T19:00:10+00:00,10.242,,[],office001_2019_raw.jsonl,288,2019-01-01T00:00:00+00:00,2020-01-01T00:00:00+00:00,False
